Iter  x  y
0 0.0714267133914 0.587178101862
1 0.355115781 0.832434881761
2 0.486950075152 0.529733133864
3 0.129927181563 1.33106586235
4 1.04381141886 1.17407867127
5 0.55036134217 0.688557546741
6 1.08629932354 -0.187608938307
7 0.375063551716 0.888954787201
8 0.917339825289 0.288138869513
9 0.132082775239 1.18666037307
10 1.56411681482 0.623619312115
11 1.18375701621 0.343848182755
12 1.48929405065 0.417131663555
13 0.438886864598 1.16711096521
14 0.268119882571 0.875107361432
15 0.186087071895 0.838214448983
16 0.495044571108 1.05583553541
17 0.528994957209 -0.402591076323
18 0.3292487992 0.700362350111
19 1.02701968171 1.10039590444
20 2.66327891152 0.45231233075
21 0.710033109757 0.719215929116
22 0.578822360885 0.823400981618
23 0.505303313988 0.23672000571
24 0.519131413909 0.442817120267
25 0.516826521724 0.890627687318
26 1.42607605667 0.231301822916
27 0.265122245038 1.25643052638
28 0.503928997176 0.239073434296
29 0.114805871024 0.560403674323
30 0.581918454726 0.691424663618
31 0.872484551653 0.786406782203
32 0.504598321144 0.646670643672
33 0.727038695874 0.139298590945
34 0.367880085289 -0.0483366635385
35 1.33032473543 0.885133001804
36 0.601814986736 0.759291797727
37 0.715519457832 0.663625943463
38 1.50612777497 0.850865944338
39 0.743143015549 -0.187396273069
40 0.472776656445 -0.0215997588846
41 0.602039403228 -0.275827402169
42 0.670743296198 1.08131655604
43 0.995115930614 1.11937763532
44 0.424012545556 0.387507130623
45 0.49250942109 0.550698796227
46 0.561430423087 0.406837150183
47 0.401163283601 0.612340366646
48 0.681943407274 -0.104043184228
49 1.71452218584 0.470005854372
50 0.23771916828 -0.00102862134304
51 1.5993157778 0.0939763748497
52 0.343785877256 0.659490355695
53 0.115083949258 1.32404192913
54 1.33540670051 0.774037387802
55 0.58735701114 0.630384891682
56 1.49019114432 0.0750698710393
57 0.69400024186 0.518707289291
58 0.512224684549 1.30217599567
59 0.299256377901 1.19453523176
60 1.41495354025 0.132126458535
61 1.13197691249 1.61232892
62 0.322284377955 0.867037374478
63 0.26367762202 0.607645981605
64 0.239153503148 0.664882080547
65 0.783940887321 0.545064249023
66 1.56193653621 1.5594873781
67 0.164180506965 0.298659185403
68 1.44248604682 0.397037339778
69 1.5335630269 0.477871943349
70 0.745899877497 0.665683999285
71 1.2527994497 -0.00607348817294
72 0.566181826796 0.848781137854
73 0.30552977455 0.0352576158903
74 0.897306218968 0.474049626616
75 0.751339426658 0.011150858769
76 0.297784210968 0.00214482787722
77 0.738724701591 -0.411956308683
78 0.727964905385 0.129629802731
79 0.278386997208 1.46223857415
80 1.01547110057 -0.0440071971672
81 0.473264550262 1.03051835518
